Item 0:
	Name: NULL
	Card Bag Chance: 0
	Card Shop Chance: 0
	Card Shop Bonus Seq: 1
	Card Shop Min GSW(0): 292
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 224
Item 266:
	Name: NO33
	Icon id: 331
	AnimPose Name: (null pointer)
	Animation Name: (null pointer)
	Name Message: mapshop_name_33 (Map 33)
	Description Message: mapshop_help_33
	Buy Price: 110
	Sell Price: 55
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 0
	Card Shop Chance: 0
	Card Shop Bonus Seq: 1
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 225
Item 267:
	Name: NO34
	Icon id: 328
	AnimPose Name: (null pointer)
	Animation Name: (null pointer)
	Name Message: mapshop_name_34 (Map 34)
	Description Message: mapshop_help_34
	Buy Price: 70
	Sell Price: 35
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 0
	Card Shop Chance: 0
	Card Shop Bonus Seq: 1
	Card Shop Min GSW(0): 203
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 226
Item 268:
	Name: NO35
	Icon id: 329
	AnimPose Name: (null pointer)
	Animation Name: (null pointer)
	Name Message: mapshop_name_35 (Map 35)
	Description Message: mapshop_help_35
	Buy Price: 60
	Sell Price: 30
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 0
	Card Shop Chance: 0
	Card Shop Bonus Seq: 1
	Card Shop Min GSW(0): 203
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 227
Item 269:
	Name: NO36
	Icon id: 330
	AnimPose Name: (null pointer)
	Animation Name: (null pointer)
	Name Message: mapshop_name_36 (Map 36)
	Description Message: mapshop_help_36
	Buy Price: 140
	Sell Price: 70
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 0
	Card Shop Chance: 0
	Card Shop Bonus Seq: 1
	Card Shop Min GSW(0): 225
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 228
Item 270:
	Name: NO37
	Icon id: 331
	AnimPose Name: (null pointer)
	Animation Name: (null pointer)
	Name Message: mapshop_name_37 (Map 37)
	Description Message: mapshop_help_37
	Buy Price: 60
	Sell Price: 30
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 0
	Card Shop Chance: 0
	Card Shop Bonus Seq: 1
	Card Shop Min GSW(0): 225
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 229
Item 271:
	Name: NO38
	Icon id: 329
	AnimPose Name: (null pointer)
	Animation Name: (null pointer)
	Name Message: mapshop_name_38 (Map 38)
	Description Message: mapshop_help_38
	Buy Price: 70
	Sell Price: 35
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 0
	Card Shop Chance: 0
	Card Shop Bonus Seq: 1
	Card Shop Min GSW(0): 359
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 230
Item 272:
	Name: NO39
	Icon id: 330
	AnimPose Name: (null pointer)
	Animation Name: (null pointer)
	Name Message: mapshop_name_39 (Map 39)
	Description Message: mapshop_help_39
	Buy Price: 80
	Sell Price: 40
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 0
	Card Shop Chance: 0
	Card Shop Bonus Seq: 1
	Card Shop Min GSW(0): 359
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 231
Item 273:
	Name: NO40
	Icon id: 331
	AnimPose Name: (null pointer)
	Animation Name: (null pointer)
	Name Message: mapshop_name_40 (Map 40)
	Description Message: mapshop_help_40
	Buy Price: 80
	Sell Price: 40
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 0
	Card Shop Chance: 0
	Card Shop Bonus Seq: 1
	Card Shop Min GSW(0): 292
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 232
Item 274:
	Name: NO41
	Icon id: 328
	AnimPose Name: (null pointer)
	Animation Name: (null pointer)
	Name Message: mapshop_name_41 (Map 41)
	Description Message: mapshop_help_41
	Buy Price: 70
	Sell Price: 35
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 0
	Card Shop Chance: 0
	Card Shop Bonus Seq: 1
	Card Shop Min GSW(0): 359
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 233
Item 275:
	Name: NO42
	Icon id: 329
	AnimPose Name: (null pointer)
	Animation Name: (null pointer)
	Name Message: mapshop_name_42 (Map 42)
	Description Message: mapshop_help_42
	Buy Price: 150
	Sell Price: 75
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 0
	Card Shop Chance: 0
	Card Shop Bonus Seq: 1
	Card Shop Min GSW(0): 292
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 234
Item 276:
	Name: NO43
	Icon id: 330
	AnimPose Name: (null pointer)
	Animation Name: (null pointer)
	Name Message: mapshop_name_43 (Map 43)
	Description Message: mapshop_help_43
	Buy Price: 90
	Sell Price: 45
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 0
	Card Shop Chance: 0
	Card Shop Bonus Seq: 1
	Card Shop Min GSW(0): 359
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 235
Item 277:
	Name: NO44
	Icon id: 331
	AnimPose Name: (null pointer)
	Animation Name: (null pointer)
	Name Message: mapshop_name_44 (Map 44)
	Description Message: mapshop_help_44
	Buy Price: 100
	Sell Price: 50
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 0
	Card Shop Chance: 0
	Card Shop Bonus Seq: 1
	Card Shop Min GSW(0): 359
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 236
Item 278:
	Name: NO45
	Icon id: 328
	AnimPose Name: (null pointer)
	Animation Name: (null pointer)
	Name Message: mapshop_name_45 (Map 45)
	Description Message: mapshop_help_45
	Buy Price: 190
	Sell Price: 95
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 0
	Card Shop Chance: 0
	Card Shop Bonus Seq: 1
	Card Shop Min GSW(0): 359
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 237
Item 279:
	Name: NO46
	Icon id: 329
	AnimPose Name: (null pointer)
	Animation Name: (null pointer)
	Name Message: mapshop_name_46 (Map 46)
	Description Message: mapshop_help_46
	Buy Price: 160
	Sell Price: 80
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 0
	Card Shop Chance: 0
	Card Shop Bonus Seq: 1
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 238
Item 280:
	Name: NO47
	Icon id: 330
	AnimPose Name: (null pointer)
	Animation Name: (null pointer)
	Name Message: mapshop_name_47 (Map 47)
	Description Message: mapshop_help_47
	Buy Price: 200
	Sell Price: 100
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 0
	Card Shop Chance: 0
	Card Shop Bonus Seq: 1
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 239
Item 281:
	Name: NO48
	Icon id: 331
	AnimPose Name: (null pointer)
	Animation Name: (null pointer)
	Name Message: mapshop_name_48 (Map 48)
	Description Message: mapshop_help_48
	Buy Price: 90
	Sell Price: 45
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 0
	Card Shop Chance: 0
	Card Shop Bonus Seq: 1
	Card Shop Min GSW(0): 421
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 240
Item 282:
	Name: KURIBOO
	Icon id: 136
	AnimPose Name: e_kuribo
	Animation Name: kuribo_Z_1
	Name Message: ename_000 (Goomba)
	Description Message: ehelp_000
	Buy Price: 10
	Sell Price: 1
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 10
	Card Shop Chance: 5
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 0
	Sort Value: 241
Item 283:
	Name: TOGEKURI
	Icon id: 136
	AnimPose Name: e_kuribo
	Animation Name: toge_kuribo_Z_2
	Name Message: ename_001 (Spiked Goomba)
	Description Message: ehelp_001
	Buy Price: 20
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 4
	Sort Value: 243
Item 284:
	Name: TOGEKURI_BLK
	Icon id: 136
	AnimPose Name: e_kuribo
	Animation Name: toge_kuribo_Z_2
	Name Message: ename_292 (Dark Spiked Goomba)
	Description Message: ehelp_292
	Buy Price: 25
	Sell Price: 3
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 225
	Card Shop Block Duplicates: 0
	Disp Flags: 0x2
	Tribe: 6
	Sort Value: 244
Item 285:
	Name: PATAKURI
	Icon id: 136
	AnimPose Name: e_kuribo
	Animation Name: pata_kuribo_Z_2
	Name Message: ename_003 (Paragoomba)
	Description Message: ehelp_003
	Buy Price: 15
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 7
	Sort Value: 245
Item 286:
	Name: MD_PATAKURI_BLK
	Icon id: 136
	AnimPose Name: e_kuribo
	Animation Name: pata_kuribo_Z_2
	Name Message: ename_293 (Dark Paragoomba)
	Description Message: ehelp_293
	Buy Price: 20
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 225
	Card Shop Block Duplicates: 0
	Disp Flags: 0x3
	Tribe: 8
	Sort Value: 246
Item 287:
	Name: YAMI_KURIBOO
	Icon id: 136
	AnimPose Name: e_kuribo_y
	Animation Name: kuribo_Z_1
	Name Message: ename_004 (Gloomba)
	Description Message: ehelp_004
	Buy Price: 15
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 3
	Sort Value: 247
Item 288:
	Name: ZUTSUKI_KURIBOO
	Icon id: 136
	AnimPose Name: e_z_kuribo
	Animation Name: z_kuribo_Z_1
	Name Message: ename_005 (Headbonk Goomba)
	Description Message: ehelp_005
	Buy Price: 40
	Sell Price: 12
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 9
	Sort Value: 248
Item 289:
	Name: ZUTSUKI_KURIBOO_BLK
	Icon id: 136
	AnimPose Name: e_z_kuribo
	Animation Name: z_kuribo_Z_1
	Name Message: ename_294 (Dark Headbonk Goomba)
	Description Message: ehelp_294
	Buy Price: 30
	Sell Price: 6
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 225
	Card Shop Block Duplicates: 0
	Disp Flags: 0x2
	Tribe: 10
	Sort Value: 249
Item 290:
	Name: MD_KURIBOO_BLK
	Icon id: 136
	AnimPose Name: e_kuribo
	Animation Name: kuribo_Z_1
	Name Message: ename_295 (Dark Goomba)
	Description Message: ehelp_295
	Buy Price: 15
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 225
	Card Shop Block Duplicates: 0
	Disp Flags: 0x3
	Tribe: 2
	Sort Value: 242
Item 291:
	Name: NOKONOKO
	Icon id: 136
	AnimPose Name: e_nokoteki
	Animation Name: NKT_Z_1
	Name Message: ename_008 (Koopa Troopa)
	Description Message: ehelp_008
	Buy Price: 20
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 10
	Card Shop Chance: 5
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 11
	Sort Value: 250
Item 292:
	Name: TOGENOKO
	Icon id: 136
	AnimPose Name: e_togenoko
	Animation Name: Z_1
	Name Message: ename_012 (Koopatrol)
	Description Message: ehelp_012
	Buy Price: 40
	Sell Price: 12
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 81
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 18
	Sort Value: 253
Item 293:
	Name: MD_TOGENOKO_BLK
	Icon id: 136
	AnimPose Name: e_togenoko
	Animation Name: Z_1
	Name Message: ename_296 (Dark Koopatrol)
	Description Message: ehelp_296
	Buy Price: 50
	Sell Price: 15
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 225
	Card Shop Block Duplicates: 0
	Disp Flags: 0x3
	Tribe: 19
	Sort Value: 254
Item 294:
	Name: MD_NOKONOKO_BLK
	Icon id: 136
	AnimPose Name: e_nokoteki_r
	Animation Name: NKT_Z_1
	Name Message: ename_287 (Dark Koopa)
	Description Message: ehelp_287
	Buy Price: 25
	Sell Price: 3
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 225
	Card Shop Block Duplicates: 0
	Disp Flags: 0x3
	Tribe: 16
	Sort Value: 252
Item 295:
	Name: BOSS_NOKONOKO
	Icon id: 136
	AnimPose Name: e_big_nok
	Animation Name: big_nok_Z_1
	Name Message: ename_015 (Mega Koopa)
	Description Message: ehelp_015
	Buy Price: 200
	Sell Price: 100
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 1
	Card Shop Chance: 1
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 17
	Sort Value: 251
Item 296:
	Name: PATAPATA
	Icon id: 136
	AnimPose Name: e_nokoteki
	Animation Name: PTP_Z_1
	Name Message: ename_016 (Paratroopa)
	Description Message: ehelp_016
	Buy Price: 15
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 20
	Sort Value: 255
Item 297:
	Name: MD_PATAPATA_BLK
	Icon id: 136
	AnimPose Name: e_nokoteki_r
	Animation Name: PTP_Z_1
	Name Message: ename_297 (Dark Paratroopa)
	Description Message: ehelp_297
	Buy Price: 20
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 225
	Card Shop Block Duplicates: 0
	Disp Flags: 0x3
	Tribe: 24
	Sort Value: 256
Item 298:
	Name: MET
	Icon id: 136
	AnimPose Name: e_met
	Animation Name: MET_Z_1
	Name Message: ename_022 (Buzzy Beetle)
	Description Message: ehelp_022
	Buy Price: 10
	Sell Price: 1
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 10
	Card Shop Chance: 5
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 25
	Sort Value: 257
Item 299:
	Name: TOGE_MET
	Icon id: 136
	AnimPose Name: e_met
	Animation Name: TMT_Z_1
	Name Message: ename_024 (Spike Top)
	Description Message: ehelp_024
	Buy Price: 30
	Sell Price: 6
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 27
	Sort Value: 258
Item 300:
	Name: TOGE_MET_BLK
	Icon id: 136
	AnimPose Name: e_met
	Animation Name: TMT_Z_1
	Name Message: ename_298 (Dark Spike Top)
	Description Message: ehelp_298
	Buy Price: 20
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 225
	Card Shop Block Duplicates: 0
	Disp Flags: 0x2
	Tribe: 29
	Sort Value: 259
Item 301:
	Name: PATA_MET
	Icon id: 136
	AnimPose Name: e_met
	Animation Name: PMT_Z_1
	Name Message: ename_028 (Parabuzzy)
	Description Message: ehelp_028
	Buy Price: 15
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 30
	Sort Value: 260
Item 302:
	Name: PATATOGE_MET
	Icon id: 136
	AnimPose Name: e_met
	Animation Name: PTM_Z_1
	Name Message: ename_029 (Spiky Parabuzzy)
	Description Message: ehelp_029
	Buy Price: 20
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 31
	Sort Value: 261
Item 303:
	Name: STONE_MET
	Icon id: 136
	AnimPose Name: e_stonemet
	Animation Name: Z_1
	Name Message: ename_030 (Stone Buzzy)
	Description Message: ehelp_030
	Buy Price: 25
	Sell Price: 3
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 10
	Card Shop Chance: 5
	Card Shop Bonus Seq: 51
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 32
	Sort Value: 262
Item 304:
	Name: STONE_MET_BLK
	Icon id: 136
	AnimPose Name: e_stonemet
	Animation Name: Z_1
	Name Message: ename_299 (Dark Stone Buzzy)
	Description Message: ehelp_299
	Buy Price: 30
	Sell Price: 6
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 225
	Card Shop Block Duplicates: 0
	Disp Flags: 0x2
	Tribe: 33
	Sort Value: 263
Item 305:
	Name: TOGEZO
	Icon id: 136
	AnimPose Name: e_togezo
	Animation Name: TGZ_Z_1
	Name Message: ename_031 (Spiny)
	Description Message: ehelp_031
	Buy Price: 15
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 36
	Sort Value: 264
Item 306:
	Name: MD_TOGEZO_BLK
	Icon id: 136
	AnimPose Name: e_togezo
	Animation Name: TGZ_Z_1
	Name Message: ename_300 (Dark Spiny)
	Description Message: ehelp_300
	Buy Price: 20
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 225
	Card Shop Block Duplicates: 0
	Disp Flags: 0x3
	Tribe: 38
	Sort Value: 265
Item 307:
	Name: JUGEMU
	Icon id: 136
	AnimPose Name: e_jugemu
	Animation Name: JGM_Z_1
	Name Message: ename_034 (Lakitu)
	Description Message: ehelp_034
	Buy Price: 35
	Sell Price: 7
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 34
	Sort Value: 266
Item 308:
	Name: HONENOKO
	Icon id: 136
	AnimPose Name: e_karon_g
	Animation Name: KRN_Z_1
	Name Message: ename_036 (Dull Bones)
	Description Message: ehelp_036
	Buy Price: 20
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 41
	Sort Value: 267
Item 309:
	Name: HONENOKO_BLK
	Icon id: 136
	AnimPose Name: e_karon_g
	Animation Name: KRN_Z_1
	Name Message: ename_301 (Dark Dull Bones)
	Description Message: ehelp_301
	Buy Price: 25
	Sell Price: 3
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 225
	Card Shop Block Duplicates: 0
	Disp Flags: 0x2
	Tribe: 43
	Sort Value: 268
Item 310:
	Name: KARON
	Icon id: 136
	AnimPose Name: e_karon
	Animation Name: KRN_Z_1
	Name Message: ename_038 (Dry Bones)
	Description Message: ehelp_038
	Buy Price: 15
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 10
	Card Shop Chance: 5
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 39
	Sort Value: 269
Item 311:
	Name: HAMMER_BROS
	Icon id: 137
	AnimPose Name: e_burosu_h
	Animation Name: BRO_Z_1
	Name Message: ename_040 (Hammer Bro)
	Description Message: ehelp_040
	Buy Price: 60
	Sell Price: 24
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 4
	Card Shop Chance: 8
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 45
	Sort Value: 270
Item 312:
	Name: BOOM_BROS
	Icon id: 137
	AnimPose Name: e_burosu_b
	Animation Name: BRO_Z_1
	Name Message: ename_042 (Boomerang Bro)
	Description Message: ehelp_042
	Buy Price: 70
	Sell Price: 28
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 4
	Card Shop Chance: 8
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 51
	Sort Value: 272
Item 313:
	Name: FIRE_BROS
	Icon id: 137
	AnimPose Name: e_burosu_f
	Animation Name: BRO_Z_1
	Name Message: ename_044 (Fire Bro)
	Description Message: ehelp_044
	Buy Price: 70
	Sell Price: 28
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 4
	Card Shop Chance: 8
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 57
	Sort Value: 274
Item 314:
	Name: MD_HAMMER_BROS_BLK
	Icon id: 136
	AnimPose Name: e_burosu_h
	Animation Name: BRO_Z_1
	Name Message: ename_302 (Dark Hammer Bro)
	Description Message: ehelp_302
	Buy Price: 30
	Sell Price: 6
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 225
	Card Shop Block Duplicates: 0
	Disp Flags: 0x3
	Tribe: 49
	Sort Value: 271
Item 315:
	Name: MD_BOOM_BROS_BLK
	Icon id: 136
	AnimPose Name: e_burosu_b
	Animation Name: BRO_Z_1
	Name Message: ename_303 (Dark Boomerang Bro)
	Description Message: ehelp_303
	Buy Price: 40
	Sell Price: 12
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 225
	Card Shop Block Duplicates: 0
	Disp Flags: 0x3
	Tribe: 55
	Sort Value: 273
Item 316:
	Name: MD_FIRE_BROS_BLK
	Icon id: 136
	AnimPose Name: e_burosu_f
	Animation Name: BRO_Z_1
	Name Message: ename_304 (Dark Fire Bro)
	Description Message: ehelp_304
	Buy Price: 40
	Sell Price: 12
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 225
	Card Shop Block Duplicates: 0
	Disp Flags: 0x3
	Tribe: 61
	Sort Value: 275
Item 317:
	Name: KAMEC_B
	Icon id: 137
	AnimPose Name: e_kamek
	Animation Name: KMK_Z_1
	Name Message: ename_052 (Magikoopa)
	Description Message: ehelp_052
	Buy Price: 60
	Sell Price: 24
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 10
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 63
	Sort Value: 276
Item 318:
	Name: KAMEC_R_BLK
	Icon id: 136
	AnimPose Name: e_kamek_r
	Animation Name: KMK_Z_1
	Name Message: ename_305 (Dark Magikoopa)
	Description Message: ehelp_305
	Buy Price: 20
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 225
	Card Shop Block Duplicates: 0
	Disp Flags: 0x2
	Tribe: 66
	Sort Value: 277
Item 319:
	Name: KOURA_SHOOTER
	Icon id: 136
	AnimPose Name: e_k_shooter
	Animation Name: Z_1
	Name Message: ename_064 (Koopa Striker)
	Description Message: ehelp_064
	Buy Price: 20
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 69
	Sort Value: 278
Item 320:
	Name: KOURA_SHOOTER_M
	Icon id: 137
	AnimPose Name: e_k_shooter2
	Animation Name: Z_1
	Name Message: ename_066 (Toopa Striker)
	Description Message: ehelp_066
	Buy Price: 80
	Sell Price: 32
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 4
	Card Shop Chance: 8
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 71
	Sort Value: 279
Item 321:
	Name: KOURA_SHOOTER_H
	Icon id: 136
	AnimPose Name: e_k_shooter3
	Animation Name: Z_1
	Name Message: ename_068 (Soopa Striker)
	Description Message: ehelp_068
	Buy Price: 30
	Sell Price: 6
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 73
	Sort Value: 280
Item 322:
	Name: KOURA_SHOOTER_H_BLK
	Icon id: 136
	AnimPose Name: e_k_shooter3
	Animation Name: Z_1
	Name Message: ename_306 (Dark Striker)
	Description Message: ehelp_306
	Buy Price: 20
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 225
	Card Shop Block Duplicates: 0
