Card 0 (Item 282):
	Name: KURIBOO
	Name Message: ename_133 (Spiny Tromp)
	Description Message: ehelp_133
	Buy Price: 100
	Sell Price: 40
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 2
	Card Shop Chance: 2
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 266
	Sort Value: 353
Card 113 (Item 370):
	Name: KORON
	Icon id: 137
	AnimPose Name: e_koron
	Animation Name: yari_dancer_Z_1
	Name Message: ename_134 (Spiky Tromp)
	Description Message: ehelp_134
	Buy Price: 80
	Sell Price: 32
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 2
	Card Shop Chance: 2
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 267
	Sort Value: 354
Card 114 (Item 371):
	Name: KILLER
	Icon id: 136
	AnimPose Name: e_kilr
	Animation Name: KIL_Z_1
	Name Message: ename_135 (Bullet Bill)
	Description Message: ehelp_135
	Buy Price: 25
	Sell Price: 3
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 82
	Sort Value: 355
Card 115 (Item 372):
	Name: KILLER_CANON
	Icon id: 136
	AnimPose Name: e_killtai
	Animation Name: KTA_Z_1
	Name Message: ename_136 (Bill Blaster)
	Description Message: ehelp_136
	Buy Price: 30
	Sell Price: 6
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 83
	Sort Value: 356
Card 116 (Item 341):
	Name: KUROKUMORN
	Icon id: 136
	AnimPose Name: e_kmoon
	Animation Name: Z_1
	Name Message: ename_103 (Ruff Puff)
	Description Message: ehelp_103
	Buy Price: 25
	Sell Price: 3
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 10
	Card Shop Chance: 5
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 109
	Sort Value: 357
Card 117 (Item 342):
	Name: KUROKUMORN_BLK
	Icon id: 136
	AnimPose Name: e_kmoon_w
	Animation Name: Z_1
	Name Message: ename_311 (Dark Ruff Puff)
	Description Message: ehelp_311
	Buy Price: 30
	Sell Price: 6
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 225
	Card Shop Block Duplicates: 0
	Disp Flags: 0x2
	Tribe: 111
	Sort Value: 358
Card 118 (Item 357):
	Name: BUBBLE
	Icon id: 136
	AnimPose Name: e_bubble
	Animation Name: Z_1
	Name Message: ename_119 (Lava Bubble)
	Description Message: ehelp_119
	Buy Price: 30
	Sell Price: 6
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 121
	Sort Value: 359
Card 119 (Item 398):
	Name: NANOTILE_G
	Icon id: 136
	AnimPose Name: e_ntile
	Animation Name: Z_1
	Name Message: ename_172 (Tileoid G)
	Description Message: ehelp_172
	Buy Price: 15
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 33
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 163
	Sort Value: 360
Card 120 (Item 399):
	Name: NANOTILE_B
	Icon id: 136
	AnimPose Name: e_ntl_b
	Animation Name: Z_1
	Name Message: ename_173 (Tileoid B)
	Description Message: ehelp_173
	Buy Price: 15
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 33
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 164
	Sort Value: 361
Card 121 (Item 400):
	Name: NANOTILE_R
	Icon id: 136
	AnimPose Name: e_ntl_r
	Animation Name: Z_1
	Name Message: ename_174 (Tileoid R)
	Description Message: ehelp_174
	Buy Price: 15
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 41
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 165
	Sort Value: 362
Card 122 (Item 401):
	Name: NANOTILE_Y
	Icon id: 136
	AnimPose Name: e_ntl_y
	Animation Name: Z_1
	Name Message: ename_175 (Tileoid Y)
	Description Message: ehelp_175
	Buy Price: 15
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 41
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 166
	Sort Value: 363
Card 123 (Item 402):
	Name: NANOTILE_Y_BLK
	Icon id: 136
	AnimPose Name: e_ntl_y
	Animation Name: Z_1
	Name Message: ename_329 (Dark Tileoid)
	Description Message: ehelp_329
	Buy Price: 20
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 225
	Card Shop Block Duplicates: 0
	Disp Flags: 0x2
	Tribe: 167
	Sort Value: 364
Card 124 (Item 403):
	Name: KAMEREBOMB
	Icon id: 136
	AnimPose Name: e_kamere_bom
	Animation Name: Z_1
	Name Message: ename_176 (Meowbomb)
	Description Message: ehelp_176
	Buy Price: 50
	Sell Price: 15
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 41
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 177
	Sort Value: 365
Card 125 (Item 404):
	Name: PATONYAN
	Icon id: 136
	AnimPose Name: e_ptnyan
	Animation Name: Z_1
	Name Message: ename_289 (PatrolMeow)
	Description Message: ehelp_289
	Buy Price: 50
	Sell Price: 15
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 41
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 173
	Sort Value: 366
Card 126 (Item 405):
	Name: FLYNYAN
	Icon id: 136
	AnimPose Name: e_flnyan
	Animation Name: Z_1
	Name Message: ename_290 (AirMeow)
	Description Message: ehelp_290
	Buy Price: 50
	Sell Price: 15
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 41
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 174
	Sort Value: 367
Card 127 (Item 406):
	Name: DOMNYAN
	Icon id: 136
	AnimPose Name: e_dmnyan
	Animation Name: Z_1
	Name Message: ename_177 (SurpriseMeow)
	Description Message: ehelp_177
	Buy Price: 50
	Sell Price: 15
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 41
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 175
	Sort Value: 368
Card 128 (Item 407):
	Name: DEKUNYAN
	Icon id: 137
	AnimPose Name: n_stg3_dknyan
	Animation Name: Z_1
	Name Message: ename_178 (BigMeow)
	Description Message: ehelp_178
	Buy Price: 150
	Sell Price: 60
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 2
	Card Shop Chance: 2
	Card Shop Bonus Seq: 41
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 172
	Sort Value: 369
Card 129 (Item 503):
	Name: MEIDO_NYAN
	Icon id: 136
	AnimPose Name: n_stg3_md_nyan
	Animation Name: Z_1
	Name Message: ename_369 (Meowmaid)
	Description Message: ehelp_369
	Buy Price: 50
	Sell Price: 15
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 20
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 129
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 370
Card 130 (Item 504):
	Name: GUARD_NYAN
	Icon id: 137
	AnimPose Name: n_stg3_gdnyan
	Animation Name: Z_1
	Name Message: ename_370 (SecuriMeow)
	Description Message: ehelp_370
	Buy Price: 100
	Sell Price: 50
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 3
	Card Shop Chance: 3
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 129
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: -1
	Sort Value: 371
Card 131 (Item 408):
	Name: UCHU_KURAGE
	Icon id: 136
	AnimPose Name: e_u_kurage
	Animation Name: Z_1
	Name Message: ename_179 (Jellien)
	Description Message: ehelp_179
	Buy Price: 15
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 41
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 178
	Sort Value: 372
Card 132 (Item 409):
	Name: PHOTON
	Icon id: 136
	AnimPose Name: e_card_fot
	Animation Name: Z_1
	Name Message: ename_180 (Foton)
	Description Message: ehelp_180
	Buy Price: 20
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 10
	Card Shop Chance: 5
	Card Shop Bonus Seq: 41
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 179
	Sort Value: 373
Card 133 (Item 410):
	Name: WARPWARP
	Icon id: 136
	AnimPose Name: e_warp
	Animation Name: Z_1
	Name Message: ename_182 (Warpid)
	Description Message: ehelp_182
	Buy Price: 20
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 41
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 181
	Sort Value: 374
Card 134 (Item 411):
	Name: FRAGON
	Icon id: 136
	AnimPose Name: e_card_fre1
	Animation Name: Z_1
	Name Message: ename_183 (Eeligon)
	Description Message: ehelp_183
	Buy Price: 15
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 41
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 182
	Sort Value: 375
Card 135 (Item 412):
	Name: FRAGON_G
	Icon id: 136
	AnimPose Name: e_card_fre2
	Animation Name: Z_1
	Name Message: ename_185 (Hooligon)
	Description Message: ehelp_185
	Buy Price: 20
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 10
	Card Shop Chance: 5
	Card Shop Bonus Seq: 41
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 184
	Sort Value: 376
Card 136 (Item 413):
	Name: FRAGON_G_BLK
	Icon id: 136
	AnimPose Name: e_card_fre3
	Animation Name: Z_1
	Name Message: ename_330 (Dark Eeligon)
	Description Message: ehelp_330
	Buy Price: 25
	Sell Price: 3
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 225
	Card Shop Block Duplicates: 0
	Disp Flags: 0x2
	Tribe: 186
	Sort Value: 377
Card 137 (Item 414):
	Name: KAKKUN
	Icon id: 136
	AnimPose Name: e_card_kak1
	Animation Name: Z_1
	Name Message: ename_187 (Longator)
	Description Message: ehelp_187
	Buy Price: 10
	Sell Price: 1
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 41
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 188
	Sort Value: 378
Card 138 (Item 415):
	Name: KAKKUN_H
	Icon id: 136
	AnimPose Name: e_card_kak2
	Animation Name: Z_1
	Name Message: ename_188 (Longadile)
	Description Message: ehelp_188
	Buy Price: 10
	Sell Price: 1
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 81
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 189
	Sort Value: 379
Card 139 (Item 416):
	Name: KAKKUN_H_BLK
	Icon id: 136
	AnimPose Name: e_card_kak2
	Animation Name: Z_1
	Name Message: ename_331 (Dark Longator)
	Description Message: ehelp_331
	Buy Price: 10
	Sell Price: 1
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 225
	Card Shop Block Duplicates: 0
	Disp Flags: 0x2
	Tribe: 190
	Sort Value: 380
Card 140 (Item 417):
	Name: BARRIER_MAN
	Icon id: 136
	AnimPose Name: e_bari
	Animation Name: Z_1
	Name Message: ename_189 (Barribad)
	Description Message: ehelp_189
	Buy Price: 20
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 41
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 194
	Sort Value: 381
Card 141 (Item 418):
	Name: BARRIER_MAN_H
	Icon id: 136
	AnimPose Name: e_bari2
	Animation Name: Z_1
	Name Message: ename_191 (Sobarribad)
	Description Message: ehelp_191
	Buy Price: 20
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 81
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 196
	Sort Value: 382
Card 142 (Item 419):
	Name: BARRIER_MAN_H_BLK
	Icon id: 136
	AnimPose Name: e_bari2
	Animation Name: Z_1
	Name Message: ename_332 (Dark Barribad)
	Description Message: ehelp_332
	Buy Price: 30
	Sell Price: 6
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 225
	Card Shop Block Duplicates: 0
	Disp Flags: 0x2
	Tribe: 198
	Sort Value: 383
Card 143 (Item 420):
	Name: MATRYOSHKA
	Icon id: 136
	AnimPose Name: e_card_mat1
	Animation Name: Z_1
	Name Message: ename_193 (Pigarithm)
	Description Message: ehelp_193
	Buy Price: 15
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 41
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 200
	Sort Value: 384
Card 144 (Item 421):
	Name: MATRYOSHKA_H
	Icon id: 136
	AnimPose Name: e_card_mat2
	Animation Name: Z_1
	Name Message: ename_194 (Hogarithm)
	Description Message: ehelp_194
	Buy Price: 20
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 81
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 201
	Sort Value: 385
Card 145 (Item 422):
	Name: MATRYOSHKA_H_BLK
	Icon id: 136
	AnimPose Name: e_card_mat2
	Animation Name: Z_1
	Name Message: ename_333 (Dark Pigarithm)
	Description Message: ehelp_333
	Buy Price: 25
	Sell Price: 3
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 225
	Card Shop Block Duplicates: 0
	Disp Flags: 0x2
	Tribe: 202
	Sort Value: 386
Card 146 (Item 423):
	Name: LEEPAT
	Icon id: 136
	AnimPose Name: e_lepat
	Animation Name: Z_1
	Name Message: ename_195 (Choppa)
	Description Message: ehelp_195
	Buy Price: 20
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 41
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 191
	Sort Value: 387
Card 147 (Item 424):
	Name: LEEPAT_H
	Icon id: 136
	AnimPose Name: e_lepa2
	Animation Name: Z_1
	Name Message: ename_196 (Copta)
	Description Message: ehelp_196
	Buy Price: 20
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 81
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 192
	Sort Value: 388
Card 148 (Item 425):
	Name: LEEPAT_H_BLK
	Icon id: 136
	AnimPose Name: e_lepa2
	Animation Name: Z_1
	Name Message: ename_334 (Dark Choppa)
	Description Message: ehelp_334
	Buy Price: 20
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 225
	Card Shop Block Duplicates: 0
	Disp Flags: 0x2
	Tribe: 193
	Sort Value: 389
Card 149 (Item 426):
	Name: MONMOUTH
	Icon id: 137
	AnimPose Name: e_manmo
	Animation Name: Z_1
	Name Message: ename_197 (Muth)
	Description Message: ehelp_197
	Buy Price: 150
	Sell Price: 60
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 2
	Card Shop Chance: 2
	Card Shop Bonus Seq: 51
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 257
	Sort Value: 390
Card 150 (Item 428):
	Name: MONMOUTH_W
	Icon id: 136
	AnimPose Name: e_manm3
	Animation Name: Z_1
	Name Message: ename_199 (Mega Muth)
	Description Message: ehelp_199
	Buy Price: 100
	Sell Price: 30
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 81
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 258
	Sort Value: 391
Card 151 (Item 427):
	Name: MONMOUTH_H_BLK
	Icon id: 136
	AnimPose Name: e_manm2
	Animation Name: Z_1
	Name Message: ename_335 (Dark Muth)
	Description Message: ehelp_335
	Buy Price: 20
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 225
	Card Shop Block Duplicates: 0
	Disp Flags: 0x2
	Tribe: 259
	Sort Value: 392
Card 152 (Item 429):
	Name: HANAZOKU
	Icon id: 136
	AnimPose Name: e_hanazoku_y
	Animation Name: Z_1
	Name Message: ename_201 (Floro Sapien)
	Description Message: ehelp_201
	Buy Price: 20
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 10
	Card Shop Chance: 5
	Card Shop Bonus Seq: 51
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 205
	Sort Value: 393
Card 153 (Item 430):
	Name: PRIMITIVE_MAN
	Icon id: 137
	AnimPose Name: e_genjin_a
	Animation Name: Z_1
	Name Message: ename_207 (Floro Cragnien)
	Description Message: ehelp_207
	Buy Price: 100
	Sell Price: 40
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 2
	Card Shop Chance: 2
	Card Shop Bonus Seq: 51
	Card Shop Min GSW(0): 221
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 203
	Sort Value: 394
Card 154 (Item 431):
	Name: NINJYA
	Icon id: 136
	AnimPose Name: e_ninja
	Animation Name: Z_1
	Name Message: ename_209 (Ninjoe)
	Description Message: ehelp_209
	Buy Price: 30
	Sell Price: 6
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 61
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 211
	Sort Value: 395
Card 155 (Item 432):
	Name: NINJYA_M
	Icon id: 136
	AnimPose Name: e_nin_g
	Animation Name: Z_1
	Name Message: ename_212 (Ninjohn)
	Description Message: ehelp_212
	Buy Price: 35
	Sell Price: 7
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 61
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 214
	Sort Value: 396
Card 156 (Item 433):
	Name: NINJYA_H
	Icon id: 136
	AnimPose Name: e_nin_r
	Animation Name: Z_1
	Name Message: ename_215 (Ninjerry)
	Description Message: ehelp_215
	Buy Price: 40
	Sell Price: 12
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 61
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 217
	Sort Value: 397
Card 157 (Item 434):
	Name: NINJYA_H_BLK
	Icon id: 136
	AnimPose Name: e_nin_r
	Animation Name: Z_1
	Name Message: ename_336 (Dark Ninjoe)
	Description Message: ehelp_336
	Buy Price: 45
	Sell Price: 13
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 225
	Card Shop Block Duplicates: 0
	Disp Flags: 0x2
	Tribe: 220
	Sort Value: 398
Card 158 (Item 435):
	Name: HAND_1
	Icon id: 137
	AnimPose Name: e_ayashii_te
	Animation Name: Z_1
	Name Message: ename_218 (Underhand)
	Description Message: ehelp_218
	Buy Price: 100
	Sell Price: 40
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 2
	Card Shop Chance: 2
	Card Shop Bonus Seq: 71
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 262
	Sort Value: 399
Card 159 (Item 436):
	Name: SHINIGAMIN_ALPHA
	Icon id: 136
	AnimPose Name: e_tesita_a1
	Animation Name: Z_1
	Name Message: ename_221 (Skellobit)
	Description Message: ehelp_221
	Buy Price: 35
	Sell Price: 7
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 10
	Card Shop Chance: 5
	Card Shop Bonus Seq: 71
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 223
	Sort Value: 400
Card 160 (Item 437):
	Name: SHINIGAMIN_BETA
	Icon id: 136
	AnimPose Name: e_tesita_a2
	Animation Name: Z_1
	Name Message: ename_222 (Spiky Skellobit)
	Description Message: ehelp_222
	Buy Price: 30
	Sell Price: 6
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 10
	Card Shop Chance: 5
	Card Shop Bonus Seq: 71
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 226
	Sort Value: 401
Card 161 (Item 438):
	Name: MD_SHINIGAMIN_ALPHA_BLK
	Icon id: 136
	AnimPose Name: e_tesita_a1
	Animation Name: Z_1
	Name Message: ename_337 (Dark Skellobit)
	Description Message: ehelp_337
	Buy Price: 35
	Sell Price: 7
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 225
	Card Shop Block Duplicates: 0
	Disp Flags: 0x3
	Tribe: 225
	Sort Value: 402
Card 162 (Item 439):
	Name: MD_SHINIGAMIN_BETA_BLK
	Icon id: 136
	AnimPose Name: e_tesita_a2
	Animation Name: Z_1
	Name Message: ename_338 (Dark Spiky Skellobit)
	Description Message: ehelp_338
	Buy Price: 40
	Sell Price: 12
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 0
	Card Shop Min GSW(0): 225
	Card Shop Block Duplicates: 0
	Disp Flags: 0x3
	Tribe: 228
	Sort Value: 403
Card 163 (Item 440):
	Name: SHINIGAMIN_SKY
	Icon id: 136
	AnimPose Name: e_tesita_b
	Animation Name: Z_1
	Name Message: ename_225 (Skellobomber)
	Description Message: ehelp_225
	Buy Price: 25
	Sell Price: 3
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 10
	Card Shop Chance: 5
	Card Shop Bonus Seq: 71
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 229
	Sort Value: 404
Card 164 (Item 441):
	Name: SHINIGAMIN_TAKO_A
	Icon id: 136
	AnimPose Name: e_tesita_c
	Animation Name: Z_1
	Name Message: ename_230 (Skellobait)
	Description Message: ehelp_230
	Buy Price: 20
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 71
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 234
	Sort Value: 405
Card 165 (Item 442):
	Name: SHINIGAMIN_TAKO_B
	Icon id: 136
	AnimPose Name: e_tesita_d
	Animation Name: Z_1
	Name Message: ename_231 (Spiky Skellobait)
	Description Message: ehelp_231
	Buy Price: 20
	Sell Price: 2
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 71
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 235
	Sort Value: 406
Card 166 (Item 446):
	Name: MAGE_RED
	Icon id: 136
	AnimPose Name: e_mage_r
	Animation Name: Z_1
	Name Message: ename_235 (Red Magiblot)
	Description Message: ehelp_235
	Buy Price: 40
	Sell Price: 12
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 81
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 239
	Sort Value: 407
Card 167 (Item 447):
	Name: MAGE_BLUE
	Icon id: 136
	AnimPose Name: e_mage_b
	Animation Name: Z_1
	Name Message: ename_237 (Blue Magiblot)
	Description Message: ehelp_237
	Buy Price: 40
	Sell Price: 12
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 81
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
	Disp Flags: 0x0
	Tribe: 237
	Sort Value: 408
Card 168 (Item 448):
	Name: MAGE_YELLOW
	Icon id: 136
	AnimPose Name: e_mage_y
	Animation Name: Z_1
	Name Message: ename_239 (Yellow Magiblot)
	Description Message: ehelp_239
	Buy Price: 35
	Sell Price: 7
	HP Gain: 0
	XP Gain: 0
	Card Bag Chance: 20
	Card Shop Chance: 10
	Card Shop Bonus Seq: 81
	Card Shop Min GSW(0): 11
	Card Shop Block Duplicates: 0
